#         t          x          y          z         vx         vy         vz
      9.355    -82.127    155.407     56.836     21.176    156.079    111.027
      9.356    -82.106    155.563     56.947     21.247    155.940    110.974
      9.357    -82.084    155.719     57.058     21.317    155.801    110.921
      9.358    -82.063    155.875     57.168     21.388    155.662    110.868
      9.359    -82.042    156.030     57.279     21.458    155.523    110.815
      9.360    -82.020    156.186     57.390     21.528    155.384    110.762
      9.361    -81.998    156.341     57.501     21.597    155.246    110.709
      9.362    -81.977    156.496     57.612     21.667    155.107    110.656
      9.363    -81.955    156.651     57.722     21.736    154.969    110.603
      9.364    -81.933    156.806     57.833     21.805    154.831    110.550
      9.365    -81.912    156.961     57.943     21.874    154.693    110.498
      9.366    -81.890    157.115     58.054     21.943    154.555    110.445
      9.367    -81.868    157.270     58.164     22.012    154.418    110.392
      9.368    -81.846    157.424     58.275     22.081    154.280    110.339
      9.369    -81.823    157.579     58.385     22.149    154.143    110.287
      9.370    -81.801    157.733     58.495     22.217    154.006    110.234
      9.371    -81.779    157.887     58.605     22.285    153.869    110.181
      9.372    -81.757    158.040     58.715     22.353    153.732    110.128
      9.373    -81.734    158.194     58.826     22.421    153.596    110.076
      9.374    -81.712    158.348     58.936     22.488    153.459    110.023
      9.375    -81.689    158.501     59.046     22.556    153.323    109.970
      9.376    -81.667    158.654     59.156     22.623    153.187    109.917
      9.377    -81.644    158.807     59.265     22.690    153.051    109.865
      9.378    -81.621    158.960     59.375     22.757    152.915    109.812
      9.379    -81.599    159.113     59.485     22.823    152.779    109.760
      9.380    -81.576    159.266     59.595     22.890    152.644    109.707
      9.381    -81.553    159.418     59.704     22.956    152.508    109.654
      9.382    -81.530    159.571     59.814     23.023    152.373    109.602
      9.383    -81.507    159.723     59.924     23.089    152.238    109.549
      9.384    -81.484    159.875     60.033     23.155    152.103    109.497
      9.385    -81.460    160.027     60.143     23.220    151.968    109.444
      9.386    -81.437    160.179     60.252     23.286    151.833    109.392
      9.387    -81.414    160.331     60.361     23.351    151.699    109.339
      9.388    -81.391    160.483     60.471     23.417    151.564    109.287
      9.389    -81.367    160.634     60.580     23.482    151.430    109.234
      9.390    -81.344    160.786     60.689     23.547    151.296    109.182
      9.391    -81.320    160.937     60.798     23.612    151.162    109.129
      9.392    -81.296    161.088     60.907     23.676    151.028    109.077
      9.393    -81.273    161.239     61.017     23.741    150.895    109.024
      9.394    -81.249    161.390     61.126     23.805    150.761    108.972
      9.395    -81.225    161.540     61.234     23.869    150.628    108.919
      9.396    -81.201    161.691     61.343     23.933    150.495    108.867
      9.397    -81.177    161.841     61.452     23.997    150.362    108.815
      9.398    -81.153    161.992     61.561     24.061    150.229    108.762
      9.399    -81.129    162.142     61.670     24.125    150.096    108.710
      9.400    -81.105    162.292     61.778     24.188    149.964    108.658
      9.401    -81.081    162.442     61.887     24.251    149.831    108.605
      9.402    -81.056    162.591     61.996     24.314    149.699    108.553
      9.403    -81.032    162.741     62.104     24.377    149.567    108.501
      9.404    -81.008    162.891     62.213     24.440    149.435    108.449
      9.405    -80.983    163.040     62.321     24.503    149.303    108.396
      9.406    -80.959    163.189     62.429     24.566    149.171    108.344
      9.407    -80.934    163.338     62.538     24.628    149.040    108.292
      9.408    -80.909    163.487     62.646     24.690    148.908    108.240
      9.409    -80.885    163.636     62.754     24.752    148.777    108.187
      9.410    -80.860    163.785     62.862     24.814    148.646    108.135
      9.411    -80.835    163.933     62.970     24.876    148.515    108.083
      9.412    -80.810    164.082     63.079     24.938    148.384    108.031
      9.413    -80.785    164.230     63.187     24.999    148.253    107.979
      9.414    -80.760    164.378     63.295     25.060    148.122    107.927
      9.415    -80.735    164.526     63.402     25.122    147.992    107.875
      9.416    -80.710    164.674     63.510     25.183    147.862    107.823
      9.417    -80.685    164.822     63.618     25.244    147.732    107.771
      9.418    -80.659    164.970     63.726     25.304    147.602    107.719
      9.419    -80.634    165.117     63.833     25.365    147.472    107.667
      9.420    -80.609    165.265     63.941     25.426    147.342    107.615
      9.421    -80.583    165.412     64.049     25.486    147.212    107.563
      9.422    -80.558    165.559     64.156     25.546    147.083    107.511
      9.423    -80.532    165.706     64.264     25.606    146.954    107.459
      9.424    -80.506    165.853     64.371     25.666    146.824    107.407
      9.425    -80.481    166.000     64.479     25.726    146.695    107.355
      9.426    -80.455    166.147     64.586     25.786    146.567    107.303
      9.427    -80.429    166.293     64.693     25.845    146.438    107.251
      9.428    -80.403    166.439     64.800     25.904    146.309    107.199
      9.429    -80.377    166.586     64.908     25.964    146.181    107.147
      9.430    -80.351    166.732     65.015     26.023    146.052    107.096
      9.431    -80.325    166.878     65.122     26.082    145.924    107.044
      9.432    -80.299    167.024     65.229     26.141    145.796    106.992
      9.433    -80.273    167.169     65.336     26.199    145.668    106.940
      9.434    -80.247    167.315     65.443     26.258    145.540    106.888
      9.435    -80.221    167.460     65.550     26.316    145.413    106.837
      9.436    -80.194    167.606     65.656     26.374    145.285    106.785
      9.437    -80.168    167.751     65.763     26.433    145.158    106.733
      9.438    -80.141    167.896     65.870     26.491    145.030    106.682
      9.439    -80.115    168.041     65.976     26.548    144.903    106.630
      9.440    -80.088    168.186     66.083     26.606    144.776    106.578
      9.441    -80.062    168.331     66.190     26.664    144.650    106.527
      9.442    -80.035    168.475     66.296     26.721    144.523    106.475
      9.443    -80.008    168.620     66.403     26.779    144.396    106.423
      9.444    -79.981    168.764     66.509     26.836    144.270    106.372
      9.445    -79.954    168.908     66.615     26.893    144.143    106.320
      9.446    -79.928    169.052     66.722     26.950    144.017    106.269
      9.447    -79.901    169.196     66.828     27.007    143.891    106.217
      9.448    -79.874    169.340     66.934     27.063    143.765    106.166
      9.449    -79.846    169.484     67.040     27.120    143.640    106.114
      9.450    -79.819    169.627     67.146     27.176    143.514    106.063
      9.451    -79.792    169.771     67.252     27.232    143.388    106.011
      9.452    -79.765    169.914     67.358     27.289    143.263    105.960
      9.453    -79.738    170.057     67.464     27.345    143.138    105.908
      9.454    -79.710    170.200     67.570     27.401    143.013    105.857
      9.455    -79.683    170.343     67.676     27.456    142.888    105.805
      9.456    -79.655    170.486     67.782     27.512    142.763    105.754
      9.457    -79.628    170.629     67.887     27.567    142.638    105.703
      9.458    -79.600    170.771     67.993     27.623    142.513    105.651
      9.459    -79.572    170.914     68.099     27.678    142.389    105.600
      9.460    -79.545    171.056     68.204     27.733    142.265    105.549
      9.461    -79.517    171.198     68.310     27.788    142.140    105.497
      9.462    -79.489    171.340     68.415     27.843    142.016    105.446
      9.463    -79.461    171.482     68.521     27.898    141.892    105.395
      9.464    -79.433    171.624     68.626     27.952    141.769    105.344
      9.465    -79.405    171.766     68.731     28.007    141.645    105.292
      9.466    -79.377    171.908     68.837     28.061    141.521    105.241
      9.467    -79.349    172.049     68.942     28.116    141.398    105.190
      9.468    -79.321    172.190     69.047     28.170    141.274    105.139
      9.469    -79.293    172.332     69.152     28.224    141.151    105.088
      9.470    -79.265    172.473     69.257     28.278    141.028    105.037
      9.471    -79.236    172.614     69.362     28.331    140.905    104.986
      9.472    -79.208    172.754     69.467     28.385    140.783    104.934
      9.473    -79.180    172.895     69.572     28.439    140.660    104.883
